time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-07-14T00:40:57.020Z,17.5008333333333,-67.3863333333333,22.69,3.14,md,8,317,0.5688,0.13,pr,pr71455338,2024-07-14T01:04:32.740Z,"56 km SSW of Pole Ojea, Puerto Rico",earthquake,1.38,31.61,0.0732902256837347,4,reviewed,pr,pr
2024-07-14T00:24:43.024Z,-17.2029,-70.7869,111.75,4.2,mb,29,143,1.236,0.78,us,us6000nf9w,2024-07-24T22:06:48.040Z,"14 km E of San Antonio, Peru",earthquake,6.97,8.36,0.136,15,reviewed,us,us
2024-07-13T22:49:33.854Z,30.0913,86.9812,10,4.5,mb,60,64,2.727,1,us,us7000mz4d,2024-07-28T01:57:12.040Z,"189 km ENE of Saga, China",earthquake,8.19,1.868,0.088,38,reviewed,us,us
2024-07-13T22:02:11.739Z,-27.8009,-176.4573,23.61,4.5,mb,26,165,1.936,1.1,us,us6000nexr,2024-07-25T23:49:39.040Z,"Kermadec Islands region",earthquake,8.81,6.02,0.113,23,reviewed,us,us
2024-07-13T21:48:44.211Z,-12.2114,-72.7509,10,5.1,mb,134,88,4.008,0.85,us,us7000mz47,2024-07-28T00:52:44.040Z,"29 km ESE of Pangoa, Peru",earthquake,8.27,1.876,0.054,109,reviewed,us,us
2024-07-13T21:34:00.868Z,8.1498,-82.732,14.225,5.4,mww,322,69,0.637,1.09,us,us7000mz45,2024-07-27T05:12:20.887Z,"15 km ENE of Limones, Panama",earthquake,5.23,3.962,0.054,33,reviewed,us,us
2024-07-13T20:49:28.491Z,-17.7852,-178.0279,552.464,4.3,mb,40,83,3.735,0.7,us,us6000nexp,2024-07-24T02:09:07.040Z,"283 km E of Levuka, Fiji",earthquake,14.46,8.116,0.104,28,reviewed,us,us
2024-07-13T20:31:48.950Z,34.011,-117.0215,17.18,3.01,ml,144,17,0.07935,0.18,ci,ci40658695,2024-07-17T00:34:24.040Z,"3 km SE of Yucaipa, CA",earthquake,0.1,0.23,0.154,303,reviewed,ci,ci
2024-07-13T19:54:52.791Z,-17.7613,-178.0394,563.202,4,mb,21,83,3.724,0.93,us,us6000nexm,2024-07-24T01:48:04.040Z,"282 km E of Levuka, Fiji",earthquake,15.18,12.495,0.164,15,reviewed,us,us
2024-07-13T19:52:30.721Z,53.6791,-164.9043,42.356,4.1,mb,22,164,0.822,0.34,us,us6000nexk,2024-07-24T01:23:21.040Z,"76 km SE of Akutan, Alaska",earthquake,4.84,7.224,0.26,4,reviewed,us,us
2024-07-13T18:49:23.212Z,-5.1225,101.0249,10,4.8,mb,84,108,2.068,0.52,us,us7000mz3c,2024-07-16T15:51:19.040Z,"200 km SW of Bengkulu, Indonesia",earthquake,7.28,1.856,0.07,68,reviewed,us,us
2024-07-13T18:26:26.438Z,12.6078,-88.2825,50.384,4.1,mb,28,171,0.857,1.04,us,us7000mz39,2024-07-13T22:11:37.040Z,"69 km SSW of Chirilagua, El Salvador",earthquake,4.43,14.482,0.165,11,reviewed,us,us
2024-07-13T17:51:05.293Z,-27.7085,-176.5564,10,5.6,mww,168,57,1.95,0.88,us,us7000mz34,2024-07-16T16:00:12.040Z,"Kermadec Islands region",earthquake,7.77,1.72,0.065,23,reviewed,us,us
2024-07-13T16:50:59.399Z,-24.251,-67.3275,187.321,4.2,mb,25,70,1.51,0.85,us,us7000mz2x,2024-07-13T21:57:49.040Z,"102 km W of San Antonio de los Cobres, Argentina",earthquake,8.96,9.154,0.158,12,reviewed,us,us
2024-07-13T16:18:29.815Z,36.8005,71.5652,194.673,4,mb,28,117,2.679,1.3,us,us7000mz2u,2024-07-16T15:47:45.040Z,"9 km NNW of Ishqoshim, Tajikistan",earthquake,6.03,7.594,0.118,20,reviewed,us,us
2024-07-13T16:12:51.046Z,4.8698,126.2356,83.021,4.5,mb,105,53,2.281,0.91,us,us7000mz2t,2024-07-13T21:38:21.040Z,"103 km SE of Sarangani, Philippines",earthquake,6.74,6.224,0.058,99,reviewed,us,us
2024-07-13T15:32:40.748Z,40.7616,-116.4282,4.2,2.8,ml,5,62.25999999999999,0.195,0.0979,nn,nn00880862,2024-07-16T15:30:37.040Z,"27 km W of Carlin, Nevada",earthquake,,24,0.15,3,reviewed,nn,nn
2024-07-13T15:19:44.437Z,56.059,-158.0146,26.4,2.6,ml,,,,0.79,ak,ak0248yqucej,2024-07-16T14:42:40.040Z,"35 km SE of Chignik, Alaska",earthquake,,1.5,,,automatic,ak,ak
2024-07-13T15:05:42.806Z,30.5257,137.7106,459.776,4.1,mb,29,82,3.142,0.77,us,us7000mz2k,2024-07-13T21:24:47.040Z,"Izu Islands, Japan region",earthquake,5.74,9.206,0.112,24,reviewed,us,us
2024-07-13T14:51:50.533Z,-17.8655,-178.4147,516.931,4.1,mb,35,78,3.367,0.89,us,us6000nexb,2024-07-28T16:38:19.040Z,"241 km E of Levuka, Fiji",earthquake,13.9,8.815,0.104,25,reviewed,us,us
2024-07-13T13:35:00.328Z,13.635,145.0353,134.978,3.9,mb,12,90,0.168,0.63,us,us6000nexa,2024-07-28T16:34:01.270Z,"19 km NE of Yigo Village, Guam",earthquake,8.29,7.066,0.297,3,reviewed,us,us
2024-07-13T13:30:14.870Z,19.2645,-68.8625,56,3.71,md,10,242,2.0837,0.39,pr,pr2024195000,2024-07-13T14:25:41.040Z,"36 km NNE of Miches, Dominican Republic",earthquake,6.61,11.06,0.06,6,reviewed,pr,pr
2024-07-13T13:07:30.257Z,45.8919,-111.5105,12.846,2.5,ml,43,54,0.262,0.38,us,us7000mz29,2024-07-13T15:17:40.773Z,"3 km E of Three Forks, Montana",earthquake,1.5,7.213,0.049,54,reviewed,us,us
2024-07-13T13:05:10.754Z,52.1157,179.7547,164.434,3.8,mb,24,111,0.159,0.53,us,us6000nexd,2024-07-28T17:02:20.040Z,"249 km W of Adak, Alaska",earthquake,5.84,8.38,0.208,9,reviewed,us,us
2024-07-13T13:00:47.405Z,44.3214,-129.9249,10,3.9,mb,27,226,4.275,0.72,us,us7000mz27,2024-07-13T13:33:04.040Z,"off the coast of Oregon",earthquake,5.89,2.018,0.229,5,reviewed,us,us
2024-07-13T11:34:09.750Z,19.1986666666667,-155.461833333333,31.73,2.55,ml,57,107,0.04303,0.1,hv,hv74331991,2024-07-24T12:46:38.040Z,"1 km ESE of Pāhala, Hawaii",earthquake,0.4,0.47,0.183429661708138,25,reviewed,hv,hv
2024-07-13T10:56:49.762Z,-6.0531,148.8273,74.407,4,mb,24,140,3.717,0.64,us,us6000nex5,2024-07-24T07:46:30.040Z,"81 km WNW of Kandrian, Papua New Guinea",earthquake,12.74,7.984,0.129,16,reviewed,us,us
2024-07-13T09:37:16.069Z,-16.4944,176.3476,10,4.1,mb,14,227,2.051,0.46,us,us6000nex4,2024-07-24T07:31:29.040Z,"170 km NW of Lautoka, Fiji",earthquake,9.08,2.019,0.151,12,reviewed,us,us
2024-07-13T08:02:00.985Z,-15.4305,-171.6794,10,4.4,mb,11,122,1.516,0.37,us,us6000nex0,2024-07-25T08:30:55.040Z,"153 km SW of Vailoatai, American Samoa",earthquake,6.86,1.913,0.219,6,reviewed,us,us
2024-07-13T07:39:42.528Z,11.9871,143.0285,37.261,4.2,mb,22,145,2.399,0.9,us,us6000newz,2024-07-25T08:25:15.040Z,"227 km SW of Merizo Village, Guam",earthquake,14.28,7.249,0.153,12,reviewed,us,us
2024-07-13T07:27:41.454Z,61.5225,-150.5863,33.4,2.9,ml,,,,0.59,ak,ak0248ym4l21,2024-07-25T08:22:17.094Z,"4 km WSW of Susitna, Alaska",earthquake,,2129.2,,,automatic,ak,ak
2024-07-13T07:25:41.231Z,69.6226,-144.5853,6.111,2.5,ml,27,109,0.306,0.41,us,us7000mz19,2024-07-25T08:17:32.040Z,"67 km SSW of Kaktovik, Alaska",earthquake,6.85,7.442,0.052,48,reviewed,us,us
2024-07-13T06:07:46.381Z,58.6696,-155.0606,140.2,2.5,ml,,,,0.33,ak,ak0248ylevkg,2024-07-25T08:12:40.040Z,"87 km S of Kokhanok, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-07-13T06:03:53.919Z,51.8382,-170.4234,40.834,3.9,mb,38,182,1.004,0.72,us,us7000mz14,2024-07-25T08:10:11.040Z,"162 km SW of Nikolski, Alaska",earthquake,7.13,9.829,0.21,6,reviewed,us,us
2024-07-13T05:26:42.856Z,49.313,155.2366,69.948,4.5,mb,48,135,4.103,0.45,us,us7000mz0r,2024-07-25T08:01:46.040Z,"164 km SSW of Severo-Kuril’sk, Russia",earthquake,11.47,8.157,0.088,38,reviewed,us,us
2024-07-13T05:18:31.284Z,-21.0284,-67.32,179.11,4.3,mb,24,67,1.931,0.51,us,us7000mz0p,2024-07-25T07:56:20.040Z,"81 km SW of Uyuni, Bolivia",earthquake,7.14,8.818,0.125,18,reviewed,us,us
2024-07-13T05:07:51.640Z,17.9505,-66.8358333333333,11.6,2.6,md,13,188,0.07259,0.15,pr,pr71455298,2024-07-13T05:25:15.610Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.49,0.37,0.0391727420126959,5,reviewed,pr,pr
2024-07-13T04:42:16.446Z,52.1863,-170.5655,44.392,3.9,mb,26,188,1.307,0.64,us,us6000newx,2024-07-24T01:03:56.040Z,"142 km SW of Nikolski, Alaska",earthquake,7.26,13.423,0.162,10,reviewed,us,us
2024-07-13T04:38:15.318Z,-24.164,-67.0996,210.661,4.5,mb,21,76,1.561,0.64,us,us7000mz0k,2024-07-17T00:59:23.040Z,"79 km W of San Antonio de los Cobres, Argentina",earthquake,9.01,17.067,0.222,6,reviewed,us,us
2024-07-13T03:50:42.610Z,19.1783333333333,-155.471166666667,33.55,3.01,ml,58,88,0.02435,0.1,hv,hv74331556,2024-07-13T04:19:07.329Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.43,0.4,0.151487124056071,39,reviewed,hv,hv
2024-07-13T03:40:43.050Z,18.2446666666667,-66.4296666666667,38.16,2.61,md,15,98,0.1032,0.11,pr,pr71455283,2024-07-13T03:58:30.100Z,"4 km WNW of Orocovis, Puerto Rico",earthquake,0.51,0.64,0.140437820817167,8,reviewed,pr,pr
2024-07-13T03:35:41.225Z,-15.9193,-74.5775,12.781,4.6,mb,40,153,4.484,1.28,us,us7000mz09,2024-07-13T03:47:08.040Z,"26 km WSW of Atiquipa, Peru",earthquake,8.82,4.193,0.075,53,reviewed,us,us
2024-07-13T03:27:39.828Z,37.7112,141.7543,56.129,4.3,mb,25,149,3.064,0.56,us,us6000nex3,2024-07-24T00:49:49.040Z,"69 km E of Minami-Sōma, Japan",earthquake,9.19,5.216,0.201,8,reviewed,us,us
2024-07-13T02:57:47.555Z,51.8885,-170.435,38.515,4,mb,36,184,1.454,0.72,us,us6000neww,2024-07-24T00:36:55.040Z,"158 km SW of Nikolski, Alaska",earthquake,10.17,9.599,0.133,15,reviewed,us,us
2024-07-13T02:28:53.915Z,53.58,-164.9166,37.744,4.6,mb,64,156,0.921,0.56,us,us7000mz02,2024-07-13T03:38:16.552Z,"83 km SE of Akutan, Alaska",earthquake,4.8,8.552,0.039,200,reviewed,us,us
2024-07-13T01:57:52.366Z,53.5017,-164.8766,40.623,3.6,mb,17,179,0.997,0.71,us,us7000myzy,2024-07-13T03:28:00.245Z,"91 km SE of Akutan, Alaska",earthquake,3.04,18.275,0.129,15,reviewed,us,us
2024-07-12T23:18:47.169Z,25.0767,128.1829,10,5.3,mww,96,43,1.754,0.84,us,us7000myzm,2024-07-13T00:03:37.040Z,"127 km SSE of Itoman, Japan",earthquake,6.25,1.831,0.054,33,reviewed,us,us
2024-07-12T23:07:19.696Z,-16.2862,-176.3209,363.751,4.5,mb,88,96,4.971,0.49,us,us7000myzl,2024-07-12T23:44:24.040Z,"272 km W of Hihifo, Tonga",earthquake,7.64,7.278,0.063,74,reviewed,us,us
2024-07-12T23:06:22.560Z,2.7566,95.3256,10,4.8,mb,40,181,2.672,0.82,us,us7000myzk,2024-07-12T23:21:32.040Z,"121 km WNW of Sinabang, Indonesia",earthquake,7.12,1.905,0.114,24,reviewed,us,us
2024-07-12T22:33:47.436Z,36.086,70.3736,121.905,4.2,mb,21,156,3.401,0.66,us,us7000myzj,2024-07-16T05:15:48.040Z,"71 km SE of Farkhār, Afghanistan",earthquake,9.98,10.81,0.141,14,reviewed,us,us
2024-07-12T22:21:36.801Z,58.789,-157.6019,8.3,2.7,ml,,,,0.78,ak,ak0248x7hfzk,2024-07-12T22:28:58.040Z,"14 km SSE of Portage Creek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-07-12T21:46:12.940Z,37.8381666666667,-121.8,17.77,2.86,md,99,41,0.02779,0.22,nc,nc75034182,2024-07-17T00:11:42.960Z,"10 km E of Blackhawk, CA",earthquake,0.23,0.39,0.157,88,reviewed,nc,nc
2024-07-12T20:19:46.265Z,38.6407,43.2492,7.329,4.3,mwr,130,46,0.361,0.81,us,us7000myyq,2024-07-13T21:10:40.040Z,"19 km NW of Van, Turkey",earthquake,3.68,4.152,0.057,30,reviewed,us,us
2024-07-12T19:27:20.864Z,44.4678,-130.0021,10,3.6,ml,89,209,1.472,0.76,us,us7000myy6,2024-07-12T21:59:00.040Z,"off the coast of Oregon",earthquake,4.1,2.008,0.055,44,reviewed,us,us
2024-07-12T19:26:43.967Z,38.0697,21.9179,12.342,4.3,mb,79,44,0.889,0.85,us,us7000myy5,2024-07-13T14:18:48.889Z,"12 km ESE of Chalandrítsa, Greece",earthquake,4.28,4.61,0.068,66,reviewed,us,us
2024-07-12T19:18:12.786Z,-3.7267,151.3098,10,5.2,mww,135,40,4.279,0.55,us,us7000myy7,2024-07-13T19:30:32.040Z,"108 km WNW of Rabaul, Papua New Guinea",earthquake,5.87,1.472,0.069,20,reviewed,us,us
2024-07-12T19:08:50.800Z,37.547,-118.8785,6.27,2.53,md,28,61,0.05818,0.03,nc,nc75034132,2024-07-18T06:25:44.610Z,"13 km SSE of Mammoth Lakes, CA",earthquake,0.34,0.6,0.284,33,reviewed,nc,nc
2024-07-12T18:55:00.169Z,-15.9639,-74.7739,25.942,4.8,mb,132,144,4.433,0.65,us,us7000myxy,2024-07-13T18:43:33.040Z,"47 km WSW of Atiquipa, Peru",earthquake,7.17,4.584,0.047,144,reviewed,us,us
2024-07-12T18:51:13.362Z,23.9533,121.7596,24.134,4.4,mb,56,84,0.266,0.64,us,us7000myxu,2024-07-12T21:09:41.040Z,"16 km E of Hualien City, Taiwan",earthquake,2.83,4.901,0.087,40,reviewed,us,us
2024-07-12T18:19:03.912Z,-17.3739,-69.4198,160.903,5.6,mww,298,30,0.222,0.71,us,us7000myxn,2024-07-17T10:18:38.216Z,"66 km E of Tarata, Peru",earthquake,6.46,3.612,0.042,54,reviewed,us,us
2024-07-12T17:47:43.473Z,-6.7861,129.7651,171.315,4.5,mb,48,91,2.253,0.58,us,us7000myxd,2024-07-12T20:52:35.040Z,"Banda Sea",earthquake,6.42,7.505,0.085,45,reviewed,us,us
2024-07-12T17:42:23.100Z,37.5783333333333,-121.695833333333,7.52,2.53,md,100,58,0.08717,0.1,nc,nc75034077,2024-07-16T19:11:39.400Z,"13 km SSE of Livermore, CA",earthquake,0.09,0.34,0.163,93,reviewed,nc,nc
2024-07-12T17:35:40.111Z,-5.3377,150.0941,176.288,4.4,mb,18,159,4.979,0.42,us,us7000myxa,2024-07-12T20:34:14.040Z,"24 km NNW of Kimbe, Papua New Guinea",earthquake,13.24,9.1,0.144,16,reviewed,us,us
2024-07-12T17:12:50.103Z,-3.8107,151.3615,17.803,5.5,mww,152,27,4.359,0.53,us,us7000myx6,2024-07-13T17:42:37.330Z,"98 km WNW of Rabaul, Papua New Guinea",earthquake,7.44,3.392,0.057,30,reviewed,us,us
2024-07-12T15:14:41.957Z,45.4531,151.7719,36.629,4.4,mb,19,199,6.433,0.93,us,us6000neid,2024-07-22T17:18:29.040Z,"Kuril Islands",earthquake,7.32,11.417,0.149,13,reviewed,us,us
2024-07-12T15:02:20.630Z,29.1643,56.9795,10.474,4.5,mb,31,103,4.259,0.6,us,us7000mywh,2024-07-12T15:53:42.040Z,"21 km SE of Kūh Sefīd, Iran",earthquake,6.77,4.727,0.106,26,reviewed,us,us
2024-07-12T13:54:42.870Z,-20.8969,-177.7056,456.713,4.1,mb,37,79,2.353,0.68,us,us7000myvf,2024-07-23T01:56:26.040Z,"251 km W of Houma, Tonga",earthquake,14.44,9.083,0.102,26,reviewed,us,us
2024-07-12T12:56:02.964Z,-0.2277,124.5491,11.797,4.3,mb,20,112,2.987,0.89,us,us6000nei7,2024-07-23T03:19:28.040Z,"76 km S of Modisi, Indonesia",earthquake,7.16,4.899,0.147,13,reviewed,us,us
2024-07-12T12:46:19.292Z,-6.3924,124.5354,596.73,4.7,mb,88,30,3.352,0.4,us,us7000myv0,2024-07-23T02:29:44.040Z,"237 km ESE of Baubau, Indonesia",earthquake,10.02,7.341,0.052,115,reviewed,us,us
2024-07-12T12:39:54.441Z,60.9995,-150.9219,0,2.6,ml,,,,0.77,ak,ak0248x1n06s,2024-07-23T02:34:13.040Z,"13 km ESE of Tyonek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-07-12T12:38:53.695Z,61.0099,-150.8966,5.4,2.5,ml,,,,0.55,ak,ak0248x1msex,2024-07-12T12:40:26.657Z,"14 km ESE of Tyonek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-12T11:50:13.489Z,-3.8028,126.1328,46.456,4.9,mww,92,35,3.829,0.51,us,us7000myup,2024-07-23T02:48:09.040Z,"193 km S of Sanana, Indonesia",earthquake,7.09,6.836,0.098,10,reviewed,us,us
2024-07-12T11:48:07.064Z,-58.8516,-25.2828,33.201,4.9,mb,43,84,15.761,0.52,us,us7000myv7,2024-07-23T02:11:49.040Z,"South Sandwich Islands region",earthquake,7.95,5.334,0.087,42,reviewed,us,us
2024-07-12T11:34:54.089Z,60.4464,-141.4871,3.7,3.4,ml,,,,0.83,ak,ak0248x10hyn,2024-07-23T03:00:05.040Z,"134 km SE of McCarthy, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-07-12T11:00:49.001Z,35.2014,22.6622,46.659,4.2,mb,34,113,1.825,0.72,us,us7000myuk,2024-07-23T03:06:30.040Z,"92 km W of Palaióchora, Greece",earthquake,5.14,9.504,0.153,12,reviewed,us,us
2024-07-12T10:49:20.231Z,-32.4016,-71.8279,29.893,4.1,mb,25,189,0.638,0.81,us,us7000myui,2024-07-19T08:53:11.040Z,"56 km W of La Ligua, Chile",earthquake,5.24,8.33,0.262,4,reviewed,us,us
2024-07-12T10:34:01.247Z,1.7179,126.4274,46.501,4.8,mb,33,112,1.329,0.58,us,us7000myue,2024-07-12T10:48:24.040Z,"147 km ENE of Bitung, Indonesia",earthquake,7.17,9.32,0.102,30,reviewed,us,us
2024-07-12T10:01:35.155Z,55.8036,-157.2517,7.4,3.4,ml,,,,0.91,ak,ak0248x07ya3,2024-07-12T10:04:09.274Z,"90 km SE of Chignik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-07-12T10:01:18.325Z,54.9138,-155.7026,10,3.8,ml,32,234,1.86,0.72,us,us7000myu6,2024-07-12T10:35:15.040Z,"229 km SE of Chignik, Alaska",earthquake,6.83,2.011,0.074,24,reviewed,us,us
2024-07-12T09:51:36.740Z,18.962,-67.1171,5,3.58,md,22,200,0.4945,0.29,pr,pr2024194000,2024-07-12T10:59:16.040Z,"51 km N of Isabela, Puerto Rico",earthquake,1,1.2,0.06,18,reviewed,pr,pr
2024-07-12T09:30:32.984Z,-15.5726,-74.7689,31.894,5.7,mww,133,120,4.093,0.7,us,us7000mytc,2024-07-13T09:35:02.180Z,"23 km SW of Acarí, Peru",earthquake,8.19,5.013,0.062,25,reviewed,us,us
2024-07-12T08:47:19.437Z,-25.4887,-177.1285,132.035,4.1,mb,18,151,3.809,1.04,us,us6000nei2,2024-07-24T06:42:50.040Z,"south of the Fiji Islands",earthquake,13.81,10.48,0.15,12,reviewed,us,us
2024-07-12T08:20:31.536Z,49.0205,-128.2873,10,4.8,mww,49,172,1.624,1.2,us,us7000mysw,2024-07-13T19:10:32.721Z,"174 km W of Tofino, Canada",earthquake,6.99,1.9,0.059,28,reviewed,us,us
2024-07-12T06:56:22.699Z,34.1455,74.3501,13.68,4.4,mb,31,122,1.026,0.79,us,us7000mysm,2024-07-24T12:33:13.878Z,"7 km S of Bāramūla, India",earthquake,9.78,5.402,0.095,32,reviewed,us,us
2024-07-12T06:48:27.766Z,39.3781,20.913,17.08,4.2,mb,25,100,1.162,0.47,us,us7000mysk,2024-07-24T12:27:00.082Z,"12 km NE of Pappadátes, Greece",earthquake,5.71,4.962,0.132,16,reviewed,us,us
2024-07-12T06:39:46.264Z,-32.7946,-68.7338,11.561,3.9,mb,24,127,1.323,0.68,us,us7000mysi,2024-07-24T12:14:04.728Z,"13 km NE of Mendoza, Argentina",earthquake,4.94,6.815,0.256,4,reviewed,us,us
2024-07-12T06:16:03.440Z,46.379666666666665,-122.32616666666667,14.11,3.48,ml,122,46,0.0745,0.12,uw,uw62015912,2024-07-24T12:04:13.040Z,"20 km S of Morton, Washington",earthquake,0.09,0.22,0.17715689895004827,216,reviewed,uw,uw
2024-07-12T06:13:17.660Z,59.0199,-138.0577,10,3.1,ml,26,149,1.43,0.99,us,us7000mysd,2024-07-24T11:55:30.040Z,"111 km ESE of Yakutat, Alaska",earthquake,3.19,1.98,0.053,46,reviewed,us,us
2024-07-12T05:47:02.471Z,-4.6412,-104.7263,10,4.6,mb,28,161,24.233,0.53,us,us7000mysh,2024-07-24T09:43:09.040Z,"central East Pacific Rise",earthquake,11.34,1.908,0.083,43,reviewed,us,us
2024-07-12T05:40:44.791Z,-10.4122,66.2465,10,4.4,mb,21,130,9.695,0.37,us,us6000nehy,2024-07-24T06:12:52.040Z,"Mid-Indian Ridge",earthquake,7.7,1.89,0.143,14,reviewed,us,us
2024-07-12T05:26:05.509Z,59.7532,-150.548,34.5,3.8,ml,,,,0.62,ak,ak0248wxe2t2,2024-07-24T10:01:51.921Z,"25 km ESE of Fox River, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-07-12T05:13:44.140Z,39.5356666666667,-123.348833333333,9.38,2.54,md,33,63,,0.1,nc,nc75033932,2024-07-24T08:45:19.040Z,"11 km NNE of Brooktrails, CA",earthquake,0.18,0.36,0.142,39,reviewed,nc,nc
2024-07-12T05:13:08.960Z,18.337,-66.6248333333333,133.09,3.3,md,14,106,0.1234,0.33,pr,pr71455208,2024-07-12T05:35:48.160Z,"6 km WSW of Estancias de Florida, Puerto Rico",earthquake,2.64,1.39,0.106482176988754,8,reviewed,pr,pr
2024-07-12T05:08:44.960Z,-42.9965,-74.3136,22.634,4.1,mwr,25,148,1.532,0.7,us,us7000mys7,2024-07-24T09:04:37.977Z,"58 km WNW of Quellón, Chile",earthquake,6.01,5.674,0.066,22,reviewed,us,us
2024-07-12T04:53:52.661Z,54.8238,167.93,9.683,5.1,mww,87,93,5.772,0.88,us,us7000mys6,2024-07-12T05:12:27.935Z,"Komandorskiye Ostrova, Russia region",earthquake,9.22,4.452,0.05,39,reviewed,us,us
2024-07-12T04:29:47.030Z,37.8403333333333,-121.802166666667,17.94,2.98,md,154,32,0.02987,0.25,nc,nc75033907,2024-07-17T22:28:19.356Z,"10 km E of Blackhawk, CA",earthquake,0.18,0.32,0.158,154,reviewed,nc,nc
2024-07-12T04:01:30.277Z,-4.6099,-104.4367,10,4.5,mb,22,160,24.06,0.85,us,us6000nehv,2024-07-24T00:15:50.040Z,"central East Pacific Rise",earthquake,13.03,1.862,0.145,14,reviewed,us,us
2024-07-12T03:55:54.102Z,-15.0227,-173.3514,10,5,mb,60,58,1.88,1,us,us7000myrz,2024-07-12T04:13:37.040Z,"113 km NNE of Hihifo, Tonga",earthquake,9.99,1.868,0.038,224,reviewed,us,us
2024-07-12T03:46:43.610Z,35.9665,-120.5255,10.59,2.68,md,54,42,0.02184,0.1,nc,nc75033892,2024-07-16T23:43:51.040Z,"11 km NW of Parkfield, CA",earthquake,0.16,0.25,0.097,59,reviewed,nc,nc
2024-07-12T03:31:44.203Z,-24.1074,-67.0018,186.809,4.2,mb,11,95,1.578,0.69,us,us7000myru,2024-07-12T12:05:28.997Z,"70 km W of San Antonio de los Cobres, Argentina",earthquake,14.58,16.557,0.263,4,reviewed,us,us
2024-07-12T03:07:48.329Z,40.351,-127.4871,10,3.1,ml,51,266,2.572,0.73,us,us7000myrp,2024-07-12T03:14:30.040Z,"274 km W of Ferndale, California",earthquake,3.79,2.023,0.041,78,reviewed,us,us
2024-07-12T01:51:09.511Z,14.575,55.7125,10,4.9,mb,67,175,10.327,0.83,us,us7000myr5,2024-07-12T02:05:30.040Z,"281 km NE of Hadibu, Yemen",earthquake,11.43,1.895,0.072,60,reviewed,us,us
2024-07-12T01:17:32.679Z,51.9341,178.2018,127.217,3,ml,12,310,0.192,0.5,us,us7000myr9,2024-07-12T02:14:09.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,11.19,4.828,0.115,10,reviewed,us,us
2024-07-12T01:12:50.603Z,-14.9712,-173.3097,10,4.3,mb,9,114,1.818,0.36,us,us6000nehu,2024-07-23T23:44:37.040Z,"120 km NNE of Hihifo, Tonga",earthquake,8.53,1.92,0.238,5,reviewed,us,us
2024-07-12T00:19:41.701Z,-4.6309,-104.8562,10,5.8,mww,81,111,14.476,0.41,us,us7000myqk,2024-07-15T04:45:00.485Z,"central East Pacific Rise",earthquake,13.43,1.869,0.045,47,reviewed,us,us
2024-07-11T23:31:19.970Z,18.79,-66.2096666666667,12.23,3.04,md,20,219,0.4346,0.22,pr,pr71455163,2024-07-11T23:57:27.490Z,"37 km N of Dorado, Puerto Rico",earthquake,0.72,1.42,0.0904484244482997,16,reviewed,pr,pr
2024-07-11T22:34:44.706Z,-25.5279,179.6551,511.96,4.4,mb,34,92,4.28,0.38,us,us7000mypm,2024-07-21T23:54:37.040Z,"south of the Fiji Islands",earthquake,10.25,6.257,0.105,26,reviewed,us,us
2024-07-11T22:18:09.742Z,-7.4808,105.0029,16.398,4.9,mb,82,69,2.625,0.58,us,us7000mypl,2024-07-21T23:51:19.040Z,"152 km SW of Labuan, Indonesia",earthquake,8.74,3.794,0.074,57,reviewed,us,us
2024-07-11T22:10:03.031Z,61.3324,-146.9697,23.3,2.8,ml,,,,0.47,ak,ak0248vjvo0b,2024-07-15T02:15:38.040Z,"40 km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-11T21:32:45.457Z,-36.7095,177.146,244.801,4.2,mb,19,159,1.259,0.66,us,us7000mypa,2024-07-21T23:44:47.040Z,"119 km ENE of Pauanui, New Zealand",earthquake,9.56,8.137,0.152,12,reviewed,us,us
2024-07-11T19:39:18.693Z,38.1854,-117.8472,7.5,2.6,ml,10,77.72999999999999,0.109,0.1686,nn,nn00880774,2024-07-28T17:52:42.040Z,"32 km SE of Mina, Nevada",earthquake,,2.2,0.26,6,reviewed,nn,nn
2024-07-11T18:25:18.983Z,-8.0727,117.829,10,4.3,mb,38,64,0.752,0.44,us,us7000n0bz,2024-07-28T16:21:57.040Z,"53 km NE of Pototano, Indonesia",earthquake,6.43,0.894,0.119,20,reviewed,us,us
2024-07-11T17:55:30.010Z,-16.1427,-74.7109,24.723,4.2,mb,21,133,4.619,0.53,us,us7000n0bx,2024-07-28T16:00:49.040Z,"53 km SW of Atiquipa, Peru",earthquake,10.4,6.237,0.141,14,reviewed,us,us
