time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-07-22T20:51:26.124Z,8.102,-82.8246,10,4.9,mb,51,132,0.578,0.91,us,us6000nekl,2024-07-22T21:09:59.040Z,"4 km E of Limones, Panama",earthquake,6.64,1.889,0.054,106,reviewed,us,us
2024-07-22T20:24:50.410Z,19.3921666666667,-155.244,1.55,3.03,ml,48,43,0.009564,0.09,hv,hv74353091,2024-07-23T00:07:08.010Z,"5 km S of Volcano, Hawaii",earthquake,0.14,0.13,0.520033001452413,25,reviewed,hv,hv
2024-07-22T20:24:40.720Z,19.3891658782959,-155.253997802734,0.610000014305115,2.82,ml,9,152,0.004434,0.209999993,hv,hv74353096,2024-07-22T20:27:32.120Z,"6 km SSW of Volcano, Hawaii",earthquake,0.38,0.449999988,0.55,37,automatic,hv,hv
2024-07-22T20:17:55.090Z,8.2425,-82.7302,10,5.6,mww,103,111,0.607,1.2,us,us6000nekb,2024-07-23T02:05:07.296Z,"13 km SE of Manaca Civil, Panama",earthquake,7,1.678,0.05,39,reviewed,us,us
2024-07-22T20:00:25.418Z,38.1834,-117.86,8.9,2.7,ml,12,72.39,0.1,0.1983,nn,nn00881352,2024-07-22T21:38:02.391Z,"31 km SE of Mina, Nevada",earthquake,,1.8,0.25,8,reviewed,nn,nn
2024-07-22T19:19:34.604Z,8.2328,-82.8412,2.955,5.7,mww,94,136,1.889,1.15,us,us6000nejp,2024-07-24T17:10:14.040Z,"5 km SSE of Puerto Armuelles, Panama",earthquake,7.03,3.993,0.05,38,reviewed,us,us
2024-07-22T17:36:44.187Z,-38.1581,-74.0582,22.504,4.6,mb,25,205,1.789,0.65,us,us6000nej6,2024-07-22T18:58:00.040Z,"70 km SW of Cañete, Chile",earthquake,4.61,6.952,0.224,8,reviewed,us,us
2024-07-22T17:27:25.662Z,35.0201,141.6073,10,4.5,mb,32,155,2.414,0.7,us,us6000nej5,2024-07-22T19:06:18.040Z,"105 km SE of Hasaki, Japan",earthquake,8.16,1.84,0.127,18,reviewed,us,us
2024-07-22T15:21:12.183Z,-15.3322,168.2726,10,4.6,mb,22,137,6.428,0.53,us,us6000nej7,2024-07-22T19:48:45.040Z,"120 km E of Luganville, Vanuatu",earthquake,14.41,1.928,0.137,18,reviewed,us,us
2024-07-22T14:47:16.669Z,-5.3562,131.1858,61.226,5.1,mb,84,44,1.522,0.63,us,us7000n0ut,2024-07-22T15:04:46.040Z,"176 km W of Tual, Indonesia",earthquake,6.68,7.053,0.072,63,reviewed,us,us
2024-07-22T14:39:22.246Z,39.6782,26.3581,9.772,4.5,mwr,102,33,0.74,0.67,us,us7000n0uq,2024-07-23T00:40:40.058Z,"9 km NNW of Ayvacık, Turkey",earthquake,5.09,3.888,0.065,23,reviewed,us,us
2024-07-22T14:38:19.287Z,-15.5704,168.2145,11.027,5.1,mb,39,112,6.204,0.76,us,us7000n0ur,2024-07-22T15:22:43.040Z,"103 km ENE of Norsup, Vanuatu",earthquake,12.75,4.23,0.088,42,reviewed,us,us
2024-07-22T12:37:35.460Z,19.3936666666667,-155.246333333333,1.55,2.52,ml,28,57,0.009376,0.08,hv,hv74352376,2024-07-23T23:43:10.460Z,"5 km SSW of Volcano, Hawaii",earthquake,0.17,0.17,0.153628317842963,13,reviewed,hv,hv
2024-07-22T12:36:40.470Z,19.1613330841064,-155.364837646484,26.8099994659424,2.89,ml,9,239,0.08182,0.100000001,hv,hv74352371,2024-07-22T12:39:21.070Z,"12 km ESE of Pāhala, Hawaii",earthquake,1.77,2.71000004,0.39,8,automatic,hv,hv
2024-07-22T12:25:54.570Z,19.298,-64.7281,39,3.67,md,13,288,0.8898,0.41,pr,pr2024204000,2024-07-23T01:47:14.040Z,"107 km N of Cruz Bay, U.S. Virgin Islands",earthquake,4.45,19.46,0.22,9,reviewed,pr,pr
2024-07-22T11:26:41.725Z,59.9539,-152.6994,100.3,3,ml,,,,0.13,ak,ak0249dkc88c,2024-07-22T19:09:33.056Z,"52 km WNW of Anchor Point, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-07-22T10:14:48.262Z,-22.5381,171.2395,77.883,4.9,mb,31,99,3.506,0.73,us,us7000n0u2,2024-07-22T10:59:11.040Z,"southeast of the Loyalty Islands",earthquake,10.62,6.163,0.132,25,reviewed,us,us
2024-07-22T10:12:15.107Z,-18.337,-177.9074,641.082,4.5,mb,78,45,3.798,0.94,us,us7000n0tu,2024-07-22T12:45:44.040Z,"295 km E of Levuka, Fiji",earthquake,11.66,6.723,0.031,307,reviewed,us,us
2024-07-22T08:50:26.171Z,67.3288,-156.2973,8,2.8,ml,,,,0.61,ak,ak0249dip1df,2024-07-22T09:38:14.040Z,"53 km NNE of Kobuk, Alaska",earthquake,,1,,,automatic,ak,ak
2024-07-22T08:08:09.971Z,41.5032,45.9528,31.311,4.4,mb,89,40,0.896,0.7,us,us7000n0tf,2024-07-22T16:40:31.689Z,"13 km S of Ts’nori, Georgia",earthquake,4.02,3.929,0.066,68,reviewed,us,us
2024-07-22T07:27:54.890Z,40.5168333333333,-124.417833333333,18.23,2.54,md,36,219,0.07385,0.16,nc,nc75037912,2024-07-25T10:12:38.040Z,"15 km WSW of Ferndale, CA",earthquake,0.64,0.3,0.125,23,reviewed,nc,nc
2024-07-22T07:05:32.150Z,31.2653,-115.6052,18.58,2.9,ml,0,90,0.198,0.95,us,us6000ney7,2024-07-25T10:03:13.040Z,"61 km E of San Vicente, Mexico",earthquake,3.9,4.141,0.06,36,reviewed,ci,us
2024-07-22T07:03:58.333Z,36.5182,70.3634,205.979,4.6,mb,53,80,3.165,0.7,us,us7000n0t3,2024-07-22T07:24:52.040Z,"45 km E of Farkhār, Afghanistan",earthquake,7.28,7.406,0.085,41,reviewed,us,us
2024-07-22T06:53:57.933Z,-56.0139,-27.3213,57.703,5.2,mb,67,67,5.535,0.58,us,us7000n0sy,2024-07-22T07:11:31.040Z,"South Sandwich Islands region",earthquake,9.41,7.097,0.059,96,reviewed,us,us
2024-07-22T06:23:19.793Z,-18.4267,-69.7378,132.877,4.1,mb,25,84,0.576,0.85,us,us7000n0su,2024-07-22T09:24:20.040Z,"59 km E of Arica, Chile",earthquake,5.56,6.142,0.14,14,reviewed,us,us
2024-07-22T06:08:20.683Z,-15.5167,168.0051,10,5,mb,48,77,6.13,0.7,us,us7000n0sn,2024-07-22T06:27:19.040Z,"89 km NE of Norsup, Vanuatu",earthquake,11.2,1.875,0.069,67,reviewed,us,us
2024-07-22T05:07:15.510Z,18.2443333333333,-67.5128333333333,5.12,3.04,md,23,166,0.2664,0.48,pr,pr71455958,2024-07-22T05:57:18.550Z,"29 km WSW of Stella, Puerto Rico",earthquake,0.98,1.13,0.0647072877048942,12,reviewed,pr,pr
2024-07-22T05:04:30.168Z,-15.5442,168.0426,10,6,mb,111,42,6.128,0.78,us,us7000n0s8,2024-07-23T05:12:33.073Z,"90 km NE of Norsup, Vanuatu",earthquake,8.05,1.846,0.033,340,reviewed,us,us
2024-07-22T05:04:12.418Z,-15.507,168.1122,10,5.2,mb,100,43,6.197,0.64,us,us7000n0s6,2024-07-22T05:43:05.040Z,"98 km NE of Norsup, Vanuatu",earthquake,8.17,1.853,0.036,256,reviewed,us,us
2024-07-22T04:43:36.410Z,17.0135,-67.7093333333333,27.94,3.04,md,9,323,1.141,0.27,pr,pr71455953,2024-07-22T05:05:23.920Z,"120 km SSW of Pole Ojea, Puerto Rico",earthquake,1.71,19.52,0.18245626081707,5,reviewed,pr,pr
2024-07-22T04:30:44.761Z,13.5532,-91.2703,38.254,4.1,mb,33,182,1.039,0.9,us,us7000n0s0,2024-07-22T23:29:37.040Z,"63 km SSW of La Gomera, Guatemala",earthquake,6.55,10.848,0.065,65,reviewed,us,us
2024-07-22T04:23:25.780Z,19.3888333333333,-155.243166666667,1.66,2.68,ml,35,51,0.008368,0.1,hv,hv74351496,2024-07-24T00:10:21.646Z,"6 km S of Volcano, Hawaii",earthquake,0.14,0.14,0.130259949075426,13,reviewed,hv,hv
2024-07-22T04:16:07.695Z,-5.9919,146.5688,49.444,4.9,mb,65,114,3.441,0.68,us,us7000n0rw,2024-07-22T22:40:18.040Z,"84 km ENE of Kainantu, Papua New Guinea",earthquake,8.26,7.146,0.048,134,reviewed,us,us
2024-07-22T04:10:27.952Z,31.659,-104.461,6.0999,2.5,ml,24,71,0,0.2,tx,tx2024ohfk,2024-07-23T00:22:59.840Z,"57 km S of Whites City, New Mexico",earthquake,1.425957408285502,0.8893444005124841,0.2,30,reviewed,tx,tx
2024-07-22T03:54:00.943Z,-15.3826,168.1088,10,4.8,mb,42,121,6.296,0.65,us,us7000n0rr,2024-07-22T21:51:34.040Z,"102 km E of Luganville, Vanuatu",earthquake,10.67,1.893,0.097,33,reviewed,us,us
2024-07-22T03:22:11.420Z,17.9965,-68.0811666666667,66.53,3.43,md,14,212,0.5887,0.59,pr,pr71455933,2024-07-22T03:38:38.700Z,"70 km SE of Boca de Yuma, Dominican Republic",earthquake,4.34,3.9,0.061586829345313,11,reviewed,pr,pr
2024-07-22T03:05:48.609Z,34.4162,46.4302,10,4.3,mb,65,121,0.911,0.61,us,us7000n0rg,2024-07-22T21:18:33.040Z,"42 km S of Javānrūd, Iran",earthquake,2.79,1.916,0.086,38,reviewed,us,us
2024-07-22T02:50:10.394Z,-15.3984,168.1637,10,4.7,mb,30,111,6.314,0.84,us,us7000n0rf,2024-07-22T05:13:25.040Z,"108 km E of Luganville, Vanuatu",earthquake,8.92,1.902,0.112,24,reviewed,us,us
2024-07-22T01:52:59.717Z,52.1762,-174.3409,194.55,3.6,ml,12,184,0.092,0.25,us,us7000n0r8,2024-07-22T05:01:40.040Z,"9 km WSW of Atka, Alaska",earthquake,7.82,4.495,0.074,24,reviewed,us,us
2024-07-22T01:07:33.264Z,36.7887,140.9025,87.71,4.7,mww,85,98,2.18,0.61,us,us7000n0r5,2024-07-22T12:43:11.292Z,"13 km E of Kitaibaraki, Japan",earthquake,7.36,5.651,0.098,10,reviewed,us,us
2024-07-22T00:56:53.750Z,19.3861666666667,-155.240166666667,1.76,2.88,ml,32,72,0.01054,0.09,hv,hv74351061,2024-07-24T00:15:42.810Z,"6 km S of Volcano, Hawaii",earthquake,0.15,0.14,0.208398634991489,18,reviewed,hv,hv
2024-07-22T00:56:18.710Z,19.3753337860107,-155.255004882812,2.14000010490417,2.79,ml,9,228,0.00882,0.270000011,hv,hv74351051,2024-07-22T00:58:57.330Z,"7 km SSW of Volcano, Hawaii",earthquake,1.09,0.439999998,0.64,23,automatic,hv,hv
2024-07-22T00:19:29.001Z,-24.3816,-66.922,158.245,4.6,mb,74,38,2.547,0.83,us,us7000n0qu,2024-07-22T00:57:47.040Z,"63 km WSW of San Antonio de los Cobres, Argentina",earthquake,7.43,7.203,0.037,215,reviewed,us,us
2024-07-22T00:09:35.372Z,-19.1747,169.5647,258.194,5.5,mww,88,32,8.18,0.69,us,us7000n0qt,2024-07-23T00:13:32.736Z,"50 km NE of Isangel, Vanuatu",earthquake,10.72,6.069,0.068,21,reviewed,us,us
2024-07-21T23:56:24.445Z,-4.9082,-78.6118,58.899,4.4,mb,87,150,2.865,0.62,us,us7000n0qm,2024-07-22T00:16:24.040Z,"50 km ENE of San Ignacio, Peru",earthquake,10.15,7.816,0.062,75,reviewed,us,us
2024-07-21T22:09:54.870Z,33.8143333,-118.471,11.6,3.56,ml,118,129,0.09,0.25,ci,ci40666815,2024-07-24T05:39:06.940Z,"8 km WNW of Palos Verdes Estates, CA",earthquake,0.23,0.32,0.179,250,reviewed,ci,ci
2024-07-21T22:01:00.710Z,19.388,-155.241166666667,1.71,2.51,ml,30,71,0.00989,0.1,hv,hv74350596,2024-07-24T00:23:15.220Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.17,0.174978323345412,12,reviewed,hv,hv
2024-07-21T21:49:32.847Z,43.4187,-110.2761,6.096,2.5,ml,40,81,0.307,0.39,us,us7000n0q7,2024-07-22T20:25:42.840Z,"26 km NNE of Bondurant, Wyoming",earthquake,2.09,5.549,0.044,68,reviewed,us,us
2024-07-21T20:28:55.030Z,40.4861666666667,-124.206,7.95,2.56,md,46,75,0.06699,0.13,nc,nc75037707,2024-07-24T17:42:19.065Z,"9 km W of Rio Dell, CA",earthquake,0.23,0.5,0.127,37,reviewed,nc,nc
2024-07-21T20:19:26.759Z,22.719,94.4023,27.249,4.4,mb,42,136,1.58,0.76,us,us7000n0q1,2024-07-21T21:33:02.040Z,"77 km ESE of Falam, Myanmar",earthquake,10.15,5.257,0.103,27,reviewed,us,us
2024-07-21T19:14:38.010Z,31.4853333,-115.6181667,11.99,2.59,ml,11,71,0.1699,0.16,ci,ci40666687,2024-07-22T18:48:57.815Z,"93 km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.35,1.3,0.129,35,reviewed,ci,ci
2024-07-21T18:36:52.713Z,-39.766,121.1428,10,5.1,mb,66,37,7.515,0.86,us,us7000n0ps,2024-07-21T18:58:15.040Z,"off the south coast of Australia",earthquake,10.9,1.749,0.086,44,reviewed,us,us
2024-07-21T17:05:57.970Z,19.2770004272461,-155.103668212891,8.89000034332275,2.76,ml,17,327,0.1144,0.180000007,hv,hv74349956,2024-07-21T17:08:36.730Z,"21 km S of Fern Forest, Hawaii",earthquake,1.8,0.689999998,0.64,22,automatic,hv,hv
2024-07-21T13:15:47.550Z,20.2266666666667,-156.534166666667,38.69,3.08,ml,67,165,0.6747,0.12,hv,hv74349311,2024-07-21T21:09:57.000Z,"48 km SSW of Mākena, Hawaii",earthquake,0.62,0.97,0.126073661344019,17,reviewed,hv,hv
2024-07-21T13:15:25.760Z,19.3206672668457,-155.341659545898,3.20000004768372,2.6,ml,10,329,0.08236,0.150000006,hv,hv74349306,2024-07-21T13:18:03.370Z,"17 km SW of Volcano, Hawaii",earthquake,4.85,15.9700003,1.1,6,automatic,hv,hv
2024-07-21T12:37:45.613Z,-23.9807,-179.7135,504.772,4.4,mb,34,103,5.019,0.64,us,us7000n0n5,2024-07-21T13:18:25.040Z,"south of the Fiji Islands",earthquake,13.68,9.38,0.099,29,reviewed,us,us
2024-07-21T10:29:35.659Z,-56.5941,-141.7653,10,5,mb,30,113,27.48,0.99,us,us7000n0nl,2024-07-22T04:59:27.040Z,"Pacific-Antarctic Ridge",earthquake,6.76,1.92,0.105,29,reviewed,us,us
2024-07-21T09:26:32.013Z,46.4875,149.8269,58.474,4.5,mb,39,131,4.882,0.6,us,us7000n0mj,2024-07-21T10:07:01.040Z,"206 km NE of Kuril’sk, Russia",earthquake,10.78,8.289,0.045,148,reviewed,us,us
2024-07-21T07:30:17.380Z,18.0318,-68.635,84,3.88,md,18,198,0.5447,0.41,pr,pr2024203000,2024-07-21T08:08:30.135Z,"38 km S of Boca de Yuma, Dominican Republic",earthquake,2.79,3.83,0.09,15,reviewed,pr,pr
2024-07-21T06:59:39.125Z,31.9556,49.6498,10,4.2,mb,35,79,4.51,0.83,us,us7000n0m8,2024-07-21T08:08:34.040Z,"32 km E of Masjed Soleymān, Iran",earthquake,8.92,1.921,0.121,19,reviewed,us,us
2024-07-21T06:47:29.123Z,-12.5395,166.7684,202.988,4.4,mb,33,155,8.313,0.65,us,us7000n0m2,2024-07-21T07:11:22.040Z,"170 km NNW of Sola, Vanuatu",earthquake,12.02,6.124,0.087,38,reviewed,us,us
2024-07-21T06:32:45.468Z,54.1767,-162.7674,35,3.3,ml,17,210,0.779,0.78,us,us7000n0m0,2024-07-21T06:48:35.040Z,"86 km SSE of False Pass, Alaska",earthquake,5.38,2.015,0.077,22,reviewed,us,us
2024-07-21T06:20:07.743Z,5.9915,92.6483,10,4.6,mb,49,145,4.345,0.93,us,us7000n0lz,2024-07-21T06:39:59.040Z,"295 km W of Sabang, Indonesia",earthquake,9.58,1.899,0.078,49,reviewed,us,us
2024-07-21T05:23:10.484Z,8.8495,126.1236,73.74,4.5,mb,53,110,1.849,1.11,us,us7000n0lw,2024-07-21T05:56:26.040Z,"17 km NNW of Salvacion, Philippines",earthquake,11.17,7.58,0.063,74,reviewed,us,us
2024-07-21T04:27:28.462Z,42.713,145.5393,23.857,5.3,mww,117,96,1.898,0.77,us,us7000n0lj,2024-07-23T13:42:09.040Z,"66 km ESE of Akkeshi, Japan",earthquake,7.81,5.051,0.103,9,reviewed,us,us
2024-07-21T04:12:36.270Z,19.3983333333333,-155.2385,0.49,3.52,ml,23,88,0.01668,0.12,hv,hv74348221,2024-07-25T22:54:24.040Z,"4 km S of Volcano, Hawaii",earthquake,0.14,0.19,0.204783981156385,15,reviewed,hv,hv
2024-07-21T04:05:15.430Z,18.3936666666667,-67.4273333333333,7.93,3.39,md,31,151,0.1774,0.44,pr,pr71455908,2024-07-21T04:51:42.040Z,"19 km WNW of Rincón, Puerto Rico",earthquake,0.77,1.51,0.10106725710727,9,reviewed,pr,pr
2024-07-21T04:01:29.796Z,34.8655,23.2766,30.953,5.3,mww,133,53,1.389,1.07,us,us7000n0l7,2024-07-23T13:26:59.040Z,"54 km SW of Palaióchora, Greece",earthquake,5.4,4.692,0.086,13,reviewed,us,us
2024-07-21T03:56:34.040Z,39.1333333333333,-120.034,6.68,2.89,md,25,60,,0.1,nc,nc75037447,2024-07-23T02:39:23.554Z,"8 km SSE of Dollar Point, CA",earthquake,0.2,0.71,0.162,77,reviewed,nc,nc
2024-07-21T03:19:19.980Z,39.1336666666667,-120.033666666667,5.3,2.94,ml,21,60,0.103,0.1,nc,nc75037427,2024-07-22T21:54:27.602Z,"8 km SSE of Dollar Point, CA",earthquake,0.24,1.23,0.201,24,reviewed,nc,nc
2024-07-21T03:02:12.490Z,39.1316666666667,-120.033666666667,6.58,3.29,ml,25,59,0.1045,0.1,nc,nc75037412,2024-07-23T05:09:30.680Z,"8 km SSE of Dollar Point, CA",earthquake,0.22,0.83,0.182,35,reviewed,nc,nc
2024-07-21T02:55:10.091Z,37.6884,35.5455,10,4.3,mb,39,74,0.644,1.23,us,us7000n0kb,2024-07-21T05:00:37.040Z,"20 km NE of Aladağ, Turkey",earthquake,3.89,1.946,0.106,25,reviewed,us,us
2024-07-21T02:53:48.692Z,14.6238,-89.9044,265.536,6.2,mww,141,29,0.582,1.16,us,us7000n0ka,2024-07-25T05:05:19.366Z,"7 km SW of San Pedro Pinula, Guatemala",earthquake,7.67,3.709,0.025,155,reviewed,us,us
2024-07-21T02:53:44.366Z,-17.9671,-69.8456,110.55,4.1,mb,23,101,0.487,1.53,us,us7000n0k9,2024-07-21T04:00:06.040Z,"24 km SSE of Palca, Peru",earthquake,6.75,5.674,0.165,11,reviewed,us,us
2024-07-21T01:12:09.779Z,33.0649,60.4089,14.028,4.4,mb,52,87,5.201,0.57,us,us7000n0jx,2024-07-21T02:48:05.040Z,"113 km E of Bīrjand, Iran",earthquake,9.15,4.464,0.084,42,reviewed,us,us
2024-07-20T22:08:08.650Z,44.996833333333335,-117.33416666666666,6.89,2.7,ml,7,113,0.1457,0.39,uw,uw62026666,2024-07-22T21:31:48.780Z,"21 km NW of Halfway, Oregon",earthquake,1.19,24.38,0.15329246295093824,4,reviewed,uw,uw
2024-07-20T21:45:52.780Z,19.3903333333333,-155.2495,1.48,3.54,ml,23,95,0.005093,0.11,hv,hv74347471,2024-07-21T15:24:36.189Z,"6 km SSW of Volcano, Hawaii",earthquake,0.21,0.17,0.132591339036364,10,reviewed,hv,hv
2024-07-20T21:21:22.140Z,19.385,-155.242666666667,1.76,2.6,ml,30,68,0.008175,0.08,hv,hv74347391,2024-07-22T19:06:33.330Z,"6 km S of Volcano, Hawaii",earthquake,0.15,0.13,0.186524329029429,14,reviewed,hv,hv
2024-07-20T20:46:41.908Z,38.6215,141.958,47.293,4.6,mb,52,112,2.272,0.63,us,us7000n0iy,2024-07-20T21:58:42.040Z,"48 km ENE of Onagawa Chō, Japan",earthquake,8.23,6.72,0.074,54,reviewed,us,us
2024-07-20T18:10:10.604Z,43.4436,84.7852,42.353,4.9,mb,196,42,3.787,0.57,us,us7000n0i8,2024-07-20T19:10:59.040Z,"98 km S of Dushanzi, China",earthquake,8.34,6.583,0.038,212,reviewed,us,us
2024-07-20T18:02:44.541Z,52.9205,160.0669,42.478,4.1,mb,47,146,0.863,0.65,us,us7000n0iw,2024-07-23T15:18:38.040Z,"97 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,10.35,10.07,0.082,44,reviewed,us,us
2024-07-20T17:41:57.361Z,-12.2338,166.6405,129.818,5,mb,105,70,7.137,0.66,us,us7000n0i2,2024-07-20T18:01:06.040Z,"190 km SSE of Lata, Solomon Islands",earthquake,9.29,7.009,0.053,118,reviewed,us,us
2024-07-20T16:45:10.625Z,67.229,-164.4528,0,2.7,ml,,,,0.69,ak,ak0249accph2,2024-07-20T19:28:08.040Z,"55 km S of Kivalina, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-07-20T15:38:06.809Z,34.9116,23.3821,8.102,4.5,mb,146,58,1.292,0.84,us,us7000n0hk,2024-07-26T07:26:13.289Z,"44 km SW of Palaióchora, Greece",earthquake,7.43,4.765,0.05,124,reviewed,us,us
2024-07-20T14:21:58.102Z,-16.7249,-177.0946,10,4.8,mb,25,85,5.049,0.44,us,us7000n0hb,2024-07-20T14:46:53.040Z,"288 km SSE of Alo, Wallis and Futuna",earthquake,12.15,1.903,0.084,50,reviewed,us,us
2024-07-20T14:19:55.500Z,39.1323333333333,-120.033666666667,6.19,2.72,md,24,60,0.104,0.1,nc,nc75037262,2024-07-21T04:09:25.705Z,"8 km SSE of Dollar Point, CA",earthquake,0.22,0.78,0.143,44,reviewed,nc,nc
2024-07-20T14:18:56.831Z,40.9149,84.2541,10,4.5,mb,36,121,4.288,0.74,us,us7000n0h9,2024-07-20T14:32:52.040Z,"142 km SE of Kuqa, China",earthquake,8.97,1.902,0.095,33,reviewed,us,us
2024-07-20T12:52:44.141Z,22.5934,141.9952,255.257,4.7,mb,66,98,4.486,0.72,us,us7000n0gz,2024-07-20T13:09:10.040Z,"Volcano Islands, Japan region",earthquake,9.84,8.209,0.027,399,reviewed,us,us
2024-07-20T12:05:04.766Z,0.0873,96.4771,10,5.1,mww,110,36,1.633,0.79,us,us7000n0gn,2024-07-23T12:53:24.461Z,"157 km WSW of Teluk Dalam, Indonesia",earthquake,8.13,1.778,0.086,13,reviewed,us,us
2024-07-20T12:04:59.464Z,33.4343,76.6552,38.456,4,mb,24,217,2.836,0.48,us,us7000n0gq,2024-07-21T05:27:25.040Z,"21 km W of Padam, India",earthquake,11.75,10.787,0.164,10,reviewed,us,us
2024-07-20T11:15:50.520Z,36.7002,141.5659,24.817,4.9,mb,70,118,2.705,0.7,us,us7000n0gi,2024-07-21T08:07:22.054Z,"72 km ESE of Iwaki, Japan",earthquake,6.86,3.968,0.03,339,reviewed,us,us
2024-07-20T10:12:14.590Z,27.7863,140.7064,21.81,4.7,mb,53,64,1.483,0.91,us,us7000n0g8,2024-07-20T10:49:51.040Z,"Bonin Islands, Japan region",earthquake,7.57,5.34,0.048,130,reviewed,us,us
2024-07-20T09:55:00.143Z,0.9841,124.0451,257.678,4.4,mb,35,82,3.265,1.01,us,us7000n0g7,2024-07-20T10:13:37.040Z,"73 km NW of Modisi, Indonesia",earthquake,7.27,8.373,0.109,24,reviewed,us,us
2024-07-20T07:53:13.248Z,-24.0587,-66.792,199.961,4.6,mb,29,74,1.683,0.64,us,us7000n0fx,2024-07-20T08:08:54.040Z,"51 km WNW of San Antonio de los Cobres, Argentina",earthquake,10.73,3.9,0.107,26,reviewed,us,us
2024-07-20T07:34:57.530Z,44.6893333333333,-111.136166666667,7.84,2.65,ml,23,93,0.07489,0.14,uu,uu80076136,2024-07-22T13:23:34.089Z,"3 km NW of West Yellowstone, Montana",earthquake,0.31,0.48,0.270452708970988,7,reviewed,uu,uu
2024-07-20T07:02:35.467Z,-23.2488,-67.835,134.533,4.6,mb,44,72,0.433,0.62,us,us7000n0fu,2024-07-20T07:25:19.040Z,"52 km SE of San Pedro de Atacama, Chile",earthquake,9.17,3.901,0.091,36,reviewed,us,us
2024-07-20T06:10:31.620Z,40.3211666666667,-124.355333333333,17.86,2.62,md,31,202,0.03411,0.1,nc,nc75037152,2024-07-23T22:34:24.883Z,"6 km W of Petrolia, CA",earthquake,0.54,0.24,0.145,29,reviewed,nc,nc
2024-07-20T06:00:50.947Z,-25.0749,179.8925,471.856,4.4,mb,32,114,5.956,0.96,us,us7000n0fp,2024-07-20T06:20:35.040Z,"south of the Fiji Islands",earthquake,15.34,9.958,0.101,28,reviewed,us,us
2024-07-20T05:17:54.259Z,46.959,145.7598,387.554,4,mb,45,151,2.054,0.55,us,us7000n0fg,2024-07-21T04:08:53.040Z,"228 km ESE of Dolinsk, Russia",earthquake,12.91,10.28,0.1,27,reviewed,us,us
2024-07-20T04:11:22.326Z,61.543,-146.4752,31.1,2.6,ml,,,,0.37,ak,ak0249a508rs,2024-07-20T04:25:42.040Z,"46 km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-07-20T02:07:35.135Z,40.3275,77.0813,46.339,4.3,mb,33,175,1.799,0.7,us,us7000n0eu,2024-07-20T02:51:53.040Z,"133 km NE of Kashgar, China",earthquake,7.91,8.608,0.154,12,reviewed,us,us
2024-07-20T01:56:57.982Z,40.8468,84.3503,10,4.1,mb,22,88,4.387,0.56,us,us7000n0er,2024-07-20T02:36:44.040Z,"153 km SE of Kuqa, China",earthquake,10.34,1.967,0.166,10,reviewed,us,us
2024-07-20T01:01:43.921Z,-55.8848,-27.0125,47.978,5.2,mb,44,67,5.674,0.7,us,us7000n0em,2024-07-20T01:19:39.040Z,"South Sandwich Islands region",earthquake,9.7,7.551,0.068,71,reviewed,us,us
2024-07-20T00:34:11.648Z,-21.7822,170.284,69.616,4.9,mb,38,116,2.756,0.75,us,us7000n0ei,2024-07-20T00:50:06.040Z,"250 km E of Tadine, New Caledonia",earthquake,9.71,7.788,0.094,36,reviewed,us,us
2024-07-19T20:32:51.660Z,39.5378333333333,-123.3525,9.77,3.1,ml,53,53,0.06974,0.1,nc,nc75037047,2024-07-20T02:09:22.935Z,"11 km NNE of Brooktrails, CA",earthquake,0.13,0.27,0.176,33,reviewed,nc,nc
2024-07-19T20:24:50.734Z,52.1448,-170.3426,35,3.3,ml,19,215,0.698,0.95,us,us7000n0fr,2024-07-20T17:52:28.040Z,"133 km SW of Nikolski, Alaska",earthquake,5.28,2.018,0.081,20,reviewed,us,us
2024-07-19T19:21:52.400Z,40.3743333333333,-125.990833333333,10,2.95,md,60,278,1.263,0.31,nc,nc75037002,2024-07-20T20:17:13.432Z,"145 km WNW of Petrolia, CA",earthquake,1.32,31.61,0.253,45,reviewed,nc,nc
2024-07-19T18:53:52.906Z,-22.653,-70.6313,18.072,4.2,mwr,49,136,0.98,0.86,us,us7000n0cl,2024-07-19T21:09:32.040Z,"52 km NNW of Mejillones, Chile",earthquake,4.55,4.492,0.055,32,reviewed,us,us
2024-07-19T17:19:34.732Z,53.1883,-174.322,232.431,3.5,ml,22,176,0.806,0.48,us,us7000n0fm,2024-07-20T17:44:47.040Z,"110 km N of Atka, Alaska",earthquake,24.39,31.902,0.077,22,reviewed,us,us
2024-07-19T16:05:28.572Z,-20.1187,-68.0326,183.725,4.6,mb,35,86,1.053,1.15,us,us7000n09y,2024-07-19T16:34:11.040Z,"112 km SE of Colchane, Chile",earthquake,3.89,7.359,0.112,24,reviewed,us,us
2024-07-19T14:36:14.343Z,1.5307,127.7497,8.61,5.1,mb,103,80,0.845,0.8,us,us7000n09f,2024-07-19T14:53:58.040Z,"36 km SW of Tobelo, Indonesia",earthquake,5.96,3.974,0.048,142,reviewed,us,us
